Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
cafe chaska,82,82,70,85.31,0,https://www.dunkindonuts.com/en/locations,0,0,0,0,95,"[25,50,25,25,25,25,25,25,100,25,25,25]",8/26/2020,"Local pack, Image pack, Reviews, Video"
decaf lipton tea bags,98,98,40,81.74,2.75,https://www.dunkindonuts.com/en/menu/teas-and-more/tea,0,0,0,1,666000,"[33,33,33,33,33,33,33,67,100,33,33,33]",8/15/2020,"Image pack, Reviews, Video, AdWords top, AdWords bottom, Shopping ads, People also ask"
east amherst restaurants,79,79,170,72.93,0,https://www.dunkindonuts.com/,0,0,0,0,91,"[54,44,28,44,44,44,23,100,18,18,36,54]",8/18/2020,"Local pack, Image pack, Site links, Reviews"
dunkin hot chocolate box,6,6,140,73.41,2.33,https://www.dunkindonuts.com/en/menu/teas-and-more/hot-chocolate,7,0,16,0.99,2290000,"[1,1,1,19,54,100,29,15,10,4,3,0]",8/18/2020,"Image pack, Site links, Reviews, Video, Image, People also ask"
get gift cards online,48,48,170,83.98,1.16,https://www.dunkindonuts.com/en/dd-cards/gift-cards,0,0,0,1,1790000000,"[65,54,42,42,42,100,65,54,54,100,100,81]",8/29/2020,"Site links, AdWords top, Shopping ads, People also ask, FAQ"
jobs hiring now in carrollton ga,80,80,40,86.07,0,https://www.dunkindonuts.com/en/careers,0,0,0,0.27,270000,"[33,0,33,33,67,33,33,33,33,33,100,33]",8/29/2020,Jobs search
new orleans saints stocking stuffers,70,70,50,82.08,0,https://news.dunkindonuts.com/news?t=dunkin%27+donuts&page=4,0,0,0,0,85,"[0,0,0,0,20,0,20,100,20,0,20,20]",8/18/2020,"Image pack, Reviews, Video"
coffee porter beer,45,45,170,70.7,0,https://news.dunkindonuts.com/blog/the-story-behind-harpoon-dunkin-coffee-porter,0,0,0,0.83,100,"[81,52,100,81,81,100,67,81,67,67,43,100]",8/16/2020,"Image pack, Reviews, Video Carousel, People also ask"
financial statement of dunkin donuts philippines,12,12,30,83.05,0,https://www.dunkindonuts.com/en/about/about-us,0,0,0,0,78,"[0,0,0,0,0,0,0,0,0,0,0,100]",8/17/2020,"Image pack, Site links, Video"
hot table nutrition,33,33,110,77,0,https://www.dunkindonuts.com/en/menu/nutrition,0,0,0,0,422000000,"[79,100,79,79,64,50,100,100,50,64,79,100]",8/16/2020,Image pack
wake up sid t shirts online buy,57,57,90,71.15,0,https://www.dunkindonuts.com/en/shop,0,0,0,0,64,"[0,0,0,0,20,20,0,0,40,0,100,0]",8/15/2020,"Image pack, Reviews, Video, AdWords bottom"
vip today,91,91,40,74.14,0,https://www.dunkindonuts.com/en/dd-perks,0,0,0,0,1560000000,"[50,100,50,100,50,50,50,100,50,50,50,50]",8/18/2020,"Top stories, Site links, Reviews, AdWords bottom"
alphabet letter shaped boxes,95,95,50,82.38,0,https://www.dunkindonuts.com/en/menu/donuts,0,0,0,1,7170000,"[0,0,0,0,0,0,0,14,29,100,29,29]",8/15/2020,"Image pack, Reviews, Video Carousel"
taste of joy delivery,95,95,30,80.48,0,https://news.dunkindonuts.com/news/taste-for-fall-fulfilled-dunkins-pumpkin-menu-arrives-august-21,0,0,0,0,65600000,"[0,20,20,20,20,20,20,20,40,20,20,100]",8/16/2020,"Knowledge panel, Image pack, Reviews, Video"
dunkin donuts dollar iced coffee hours,3,3,30,87.85,0,https://news.dunkindonuts.com/news/dunkin-introduces-2-iced-mondays-and-extends-free-donut-fridays-for-dd-perksR-members,2,0,0,0,92,"[40,0,40,20,40,0,0,0,0,100,20,20]",8/16/2020,"Image pack, Reviews, Tweet, Featured snippet, People also ask"
dunkin donuts dollar iced coffee hours,2,2,30,87.85,0,https://news.dunkindonuts.com/blog/dunkin-deals-happy-hour,3,0,0,0,92,"[40,0,40,20,40,0,0,0,0,100,20,20]",8/16/2020,"Image pack, Reviews, Tweet, Featured snippet, People also ask"
dunkin donuts dollar iced coffee hours,4,4,30,87.85,0,https://www.dunkindonuts.com/en/menu/offers-promotions,2,0,0,0,92,"[40,0,40,20,40,0,0,0,0,100,20,20]",8/16/2020,"Image pack, Reviews, Tweet, Featured snippet, People also ask"
texas roadhouse restaurant lake jackson tx,65,65,50,86.94,0,https://www.dunkindonuts.com/en/locations,0,0,0,0,74,"[33,33,100,33,0,0,0,0,33,100,33,0]",8/17/2020,"Knowledge panel, Image pack, Reviews, Tweet"
hazelnut syrup near me,28,28,30,82.52,0,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/iced-coffee,0,0,0,1,65300000,"[0,0,0,0,0,0,0,0,0,0,75,100]",8/27/2020,"Local pack, Image pack, Video, Image, People also ask, FAQ"
how well does grubhub pay,92,92,50,83.56,5.47,https://www.dunkindonuts.com/en/dunkin-delivers,0,0,0,0.05,11200000,"[50,50,25,75,25,100,25,25,25,25,25,25]",8/27/2020,"Site links, Reviews, Featured snippet, Video Carousel, People also ask"
oswego college visit,81,81,30,71.45,0,https://www.dunkindonuts.com/,0,0,0,0.03,2710000,"[0,0,0,0,25,50,25,25,25,25,75,100]",8/25/2020,"Image pack, Reviews, AdWords bottom, Video Carousel"
how do you make irish cream coffee,66,65,90,81.27,0,https://news.dunkindonuts.com/blog/story-behind-irish-creme-coffee,0,0,0,0.13,61200000,"[14,14,14,14,14,14,14,14,57,100,43,71]",8/30/2020,"Image, Video Carousel, People also ask"
restaurants in spearfish sd,80,80,1900,75.85,0.72,https://www.dunkindonuts.com/en/locations,0,0,0,0.01,416000,"[100,100,81,53,36,44,44,44,44,20,44,100]",8/26/2020,"Local pack, Image pack, Site links, Reviews, Video"
teas promotion code 2019,64,64,50,82.13,0,https://www.dunkindonuts.com/en/menu/offers-promotions,0,0,0,0,52100000,"[0,11,33,22,11,56,100,11,44,78,0,0]",8/14/2020,"Image pack, Reviews, AdWords top, Video Carousel"
the donut bar vegas,83,88,40,88.58,0,https://www.dunkindonuts.com/,0,0,0,0.1,3830000,"[6,12,12,6,6,6,6,100,6,6,41,6]",8/31/2020,"Knowledge panel, Image pack, Site links, Video, Video Carousel, FAQ"
retail management jobs in buffalo ny,74,74,70,85.19,0,https://www.dunkindonuts.com/en/careers,0,0,0,0,7370000,"[0,43,14,0,0,14,14,0,29,14,71,100]",8/23/2020,"AdWords top, Jobs search"
hot breads near me,88,88,1900,69.42,0,https://www.dunkindonuts.com/en/food-drinks,0,0,0,0.03,709000000,"[83,83,100,83,83,100,83,66,45,30,45,55]",8/19/2020,"Local pack, Site links, Reviews, Image"
southern cafe near me,92,92,90,69.16,0,https://www.dunkindonuts.com/en/locations,0,0,0,0.01,931000000,"[67,43,24,33,33,33,81,100,43,19,33,52]",8/21/2020,"Local pack, Site links, Reviews, AdWords top"
halloween store aurora oh,78,78,30,84.06,0,https://www.dunkindonuts.com/,0,0,0,0,88,"[0,0,0,0,0,0,100,0,0,33,67,0]",8/18/2020,"Local pack, Image pack, Site links, Reviews"
sugar cookie nutrition,93,93,320,85.47,0,https://www.dunkindonuts.com/en/menu/donuts/donuts,0,0,0,0.04,0,"[29,29,36,54,44,100,44,54,44,36,36,24]",8/17/2020,"Knowledge panel, Carousel, Reviews, Featured snippet, Image"
football donuts,23,23,260,71.67,0,https://news.dunkindonuts.com/news/releases-20180131,0,0,0,0.17,93,"[15,54,82,54,29,15,100,67,10,7,10,15]",8/16/2020,"Image pack, Reviews, Image, Video Carousel"
click espresso protein drink,90,90,20,77.76,0.22,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/cold-brew,0,0,0,1,3250000,"[25,25,25,25,25,100,25,25,25,25,75,25]",8/18/2020,"Image pack, Site links, Reviews, Video, Image, AdWords top, Shopping ads, Video Carousel"
grammys donuts,56,56,140,82.66,0,https://news.dunkindonuts.com/news/dunkin-donuts-tests-on-the-go-ordering-and-delivery-service-in-select-markets-3105177?page=44,0,0,0,0,1270000,"[81,67,43,43,43,67,33,67,67,100,100,100]",8/29/2020,"Knowledge panel, Image pack, Video, Image, Video Carousel"
tall gingerbread latte calories,39,39,30,87.38,0,https://www.dunkindonuts.com/en/food-drinks/hot-drinks/latte,0,0,0,0,229000,"[0,0,25,0,0,0,0,50,25,100,0,0]",8/16/2020,"Image pack, Reviews, Video, Featured snippet, Image, People also ask"
dunkin donuts the district utah,18,18,50,83.64,0,https://news.dunkindonuts.com/_gallery/get_file/?file_id=553f99d65e8eef0aa156f0b6&file_ext=.pdf&ir=1,0,0,0,0,934000,"[50,50,50,0,50,100,50,100,50,50,0,50]",8/17/2020,"Knowledge panel, Image pack, Reviews"
venti caramel latte calories,32,32,50,85.67,0,https://www.dunkindonuts.com/en/food-drinks/hot-drinks/latte,0,0,0,0,80300,"[14,100,29,14,14,14,14,14,57,14,14,14]",8/16/2020,"Image pack, Reviews, Video, Featured snippet, Image, People also ask"
how many calories in a turkey blt,88,88,30,83.89,0,https://www.dunkindonuts.com/en/menu/sandwiches-and-more,0,0,0,0,0,"[11,33,56,11,22,11,11,78,100,100,11,11]",8/16/2020,"Carousel, Image pack, Reviews, Featured snippet, Image, People also ask"
dunkin donuts burlington ma,15,15,390,90.82,0,https://www.dunkindonuts.com/,1,0,0,0,75,"[66,54,54,66,81,100,66,66,54,54,81,66]",8/22/2020,"Local pack, Image pack, Reviews"
the walnut findlay ohio,96,96,90,83.74,0,https://www.dunkindonuts.com/en/menu,0,0,0,0,13900000,"[33,11,100,22,44,11,56,11,33,11,11,56]",8/15/2020,"Image pack, Reviews, Video"
altoona walmart phone number,64,64,170,88.13,0,https://www.dunkindonuts.com/,0,0,0,0,83,"[53,44,44,44,34,66,53,44,53,66,81,100]",8/15/2020,"Local pack, Image pack, Site links, Reviews, Video"
variety restaurant aiken sc,76,76,110,85.4,0,https://www.dunkindonuts.com/,0,0,0,0.03,92,"[27,42,54,42,15,42,100,54,19,42,65,81]",8/18/2020,"Knowledge panel, Image pack, Reviews, FAQ"
beyond meat sausage nutrition,14,14,480,85.58,0.68,https://www.dunkindonuts.com/en/food-drinks/sandwiches-wraps/beyond-sausage,0,0,0,0.25,5500000,"[100,82,67,44,82,54,82,54,44,44,54,54]",8/30/2020,"Featured snippet, Image, People also ask"
amex rewards gift cards balance,35,35,50,83.64,0,https://www.dunkindonuts.com/en/dd-cards/check-balance,0,0,0,0.03,6580000,"[0,0,0,0,0,20,100,20,20,20,80,20]",8/19/2020,"Site links, Reviews, People also ask, FAQ"
smile blogspot,80,0,90,34.04,0,https://news.dunkindonuts.com/blog,0,0,0,0,185000000,"[0,0,80,20,0,40,0,40,20,100,20,20]",8/30/2020,Site links
avon stores utah,65,65,20,81.47,0,https://www.dunkindonuts.com/,0,0,0,0,10100000,"[20,0,20,0,20,20,0,0,100,0,20,0]",8/17/2020,"Local pack, Image pack, Reviews"
card shop manchester,74,74,40,75.53,0,https://www.dunkindonuts.com/,0,0,0,0,247000000,"[14,14,100,29,43,14,14,71,14,14,100,14]",8/16/2020,"Local pack, Site links, Reviews"
dunkin donuts university blvd jacksonville fl,20,20,30,81.95,0,https://www.dunkindonuts.com/en/locations,0,0,0,0.03,80,"[40,100,20,40,20,20,100,20,20,60,20,20]",8/17/2020,"Local pack, Image pack, Reviews, Video"
sunset point hull ma,93,93,40,80.24,0,https://www.dunkindonuts.com/en/locations,0,0,0,0.06,3110000,"[50,75,50,100,75,25,25,50,25,25,25,25]",8/17/2020,"Knowledge panel, Image pack, Site links, Reviews, Video, Video Carousel"
metro by t mobile fresno ca,56,56,260,87.32,6.73,https://www.dunkindonuts.com/en/locations,0,0,0,0.13,74,"[82,82,67,54,44,54,54,67,67,100,100,54]",8/22/2020,"Local pack, Image pack, Site links, Reviews"
open job positions for 16 year olds,83,72,30,86.26,0.3,https://www.dunkindonuts.com/en/careers,0,0,0,0.22,2500000000,"[25,25,25,25,25,25,25,25,25,100,25,25]",8/30/2020,"Jobs search, People also ask, FAQ"
is a restaurant a store,66,66,210,84.52,0,https://www.dunkindonuts.com/en/about/contact-us/restaurant-visit/store-info,0,0,0,0,2800000000,"[53,53,44,44,66,66,66,66,100,81,81,66]",8/18/2020,"Reviews, Featured snippet, People also ask"
black rock restaurant hagerstown md,74,74,140,81.44,0,https://www.dunkindonuts.com/en/menu,0,0,0,0,96,"[0,0,0,0,0,100,67,67,100,82,44,8]",8/19/2020,"Knowledge panel, Image pack, Site links, Reviews, Video Carousel, People also ask, FAQ"
restaurants with good wraps near me,62,62,40,75.28,0,https://www.dunkindonuts.com/en/food-drinks/sandwiches-wraps,0,0,0,0.05,354000000,"[50,100,50,50,50,50,50,50,100,100,50,50]",8/14/2020,"Local pack, Image pack, Reviews, Image"
cheap french classes near me,81,81,40,71.47,0,https://www.dunkindonuts.com/en/menu,0,0,0,0.57,1460000000,"[33,67,33,33,33,33,33,33,33,67,100,33]",8/29/2020,"Local pack, Site links, People also ask, FAQ"
chi bag steamer review,69,69,50,81.8,0,https://www.dunkindonuts.com/en/menu/espresso-and-coffee,0,0,0,0,95,"[25,50,0,0,25,25,50,50,100,0,0,25]",8/15/2020,"Image pack, Reviews, Image, Video Carousel"
memphis thanksgiving run,80,80,40,66.71,0,https://www.dunkindonuts.com/,0,0,0,0,4690000,"[0,0,0,50,0,50,100,50,0,0,0,0]",8/17/2020,"Knowledge panel, Image pack, Site links, Reviews, Image, AdWords top"
cost of munchkins,4,4,140,76.82,1.39,https://www.dunkindonuts.com/en/food-drinks/donuts/munchkins,9,0,13,0.1,609000,"[65,82,100,100,82,82,82,100,65,29,29,41]",8/24/2020,"Site links, Reviews, Featured snippet, Image, People also ask"
donuts in st charles mo,73,73,70,80.84,0,https://www.dunkindonuts.com/,0,0,0,0.01,32,"[33,33,33,33,100,33,33,100,33,33,33,33]",8/23/2020,"Local pack, Image pack, Site links, Reviews, Video"
places to visit in rewalsar,80,80,90,71.33,0,https://www.dunkindonuts.com/,0,0,0,0,81,"[100,0,100,0,0,0,0,100,100,0,0,0]",8/16/2020,"Knowledge panel, Image pack, Reviews, Video"
how to make starbucks doubleshot on ice,96,96,40,71.95,0,https://www.dunkindonuts.com/en/food-drinks/hot-drinks/espresso,0,0,0,0,226000,"[8,12,27,8,4,4,4,15,35,100,35,42]",8/1/2020,"Image pack, Site links, Reviews, Image, Video Carousel, People also ask"
summer cold drinks,74,74,30,81.41,0,https://news.dunkindonuts.com/blog/dunkin-first-day-of-summer,0,0,0,0.25,344000000,"[3,3,100,82,82,3,3,3,5,3,3,3]",8/22/2020,"Image pack, Site links, Reviews, Image, AdWords top, Video Carousel, People also ask"
how much calories in ham and cheese sandwich,11,11,30,82.99,0,https://www.dunkindonuts.com/en/food-drinks/sandwiches-wraps/ham-egg-cheese,1,0,0,0.04,30500000,"[11,44,11,11,100,22,11,11,11,11,11,33]",8/15/2020,"Instant answer, Knowledge panel, Reviews, Image"
brad jones lfc,65,65,30,81.77,0,https://news.dunkindonuts.com/blog/its-time-to-kick-it-with-liverpool-fc,0,0,0,0,92,"[0,25,25,0,25,0,100,25,25,25,0,25]",8/24/2020,"Knowledge panel, Site links, Video Carousel"
its my birthday cash app me,81,81,170,87.63,0,https://www.dunkindonuts.com/en/dd-perks,0,0,0,0.03,96000000,"[24,43,81,67,67,67,81,67,67,100,100,100]",8/16/2020,"Site links, Reviews"
coffee bucharest,86,0,40,64.83,0,https://www.dunkindonuts.com/en/menu/donuts/donuts,0,0,0,0,60,"[33,33,33,100,100,33,33,33,33,33,67,33]",8/31/2020,"Local pack, Image pack, Site links, Video Carousel"
ice cream shop victoria mn,87,87,40,81.24,0,https://www.dunkindonuts.com/en/locations,0,0,0,0,69,"[0,0,0,100,100,100,100,100,100,0,100,100]",8/29/2020,"Knowledge panel, Image pack, Site links"
best breakfast pearl city,99,99,30,82.85,0,https://www.dunkindonuts.com/en/menu,0,0,0,0,58700000,"[57,100,14,14,14,14,14,14,14,14,14,14]",8/15/2020,"Local pack, Reviews"
what tea for iced tea,61,61,70,79.88,0,https://www.dunkindonuts.com/en/menu/teas-and-more/iced-tea,0,0,0,0.06,141000000,"[80,20,20,100,20,20,20,20,40,80,20,20]",8/15/2020,"Knowledge panel, Site links, Reviews, Featured snippet, Image, People also ask"
play n trade murfreesboro hours,69,69,40,87.47,0,https://www.dunkindonuts.com/,0,0,0,0.14,84,"[0,0,0,20,20,40,80,0,20,40,0,100]",8/24/2020,"Knowledge panel, Image pack, Reviews"
bacon nutrients and calories,71,71,90,83.5,0,https://www.dunkindonuts.com/en/food-drinks/sandwiches-wraps/wake-up-wrap,0,0,0,0,137000000,"[0,0,0,0,50,50,50,100,50,100,100,100]",8/14/2020,"Image pack, Reviews, Video, Featured snippet, Image, People also ask"
bakeries near springfield ma,77,77,40,81.83,0,https://www.dunkindonuts.com/en/food-drinks,0,0,0,0,40,"[11,100,22,100,11,11,11,22,11,11,11,11]",8/10/2020,"Local pack, Image pack, Site links, Reviews, Video Carousel"
mcdonalds frappe menu,90,90,720,90.47,3.1,https://www.dunkindonuts.com/en/food-drinks/frozen-drinks,0,0,0,0.04,255000,"[100,88,72,48,48,48,72,59,59,72,59,72]",8/15/2020,"Image pack, Reviews, Featured snippet, Image, Video Carousel, People also ask"
любовь обои,48,48,40,65.73,0,https://news.dunkindonuts.com/blog/love_mobilewallpapers,0,0,0,0,616000000,"[0,0,0,0,100,100,100,100,0,100,100,0]",8/17/2020,"Image pack, Reviews"
driving directions to birmingham alabama,84,84,320,76.22,0,https://www.dunkindonuts.com/en/locations,0,0,0,0,2050000,"[100,81,81,81,81,81,67,67,67,29,67,67]",8/14/2020,"Instant answer, Reviews, AdWords bottom"
custom shaped marshmallows,94,94,50,71.58,0,https://news.dunkindonuts.com/news/hop-into-spring-at-dunkin-with-new-peepsR-marshmallow-flavored-coffee-and-peepsR-donut,0,0,0,0.96,3440000,"[14,57,14,14,100,29,14,43,14,14,57,43]",7/18/2020,"Site links, Reviews, Video, Image, People also ask"
dunkin english muffin calories,2,2,30,83.5,0,https://www.dunkindonuts.com/en/food-drinks/ddsmart/english-muffin,3,0,0,0.05,156000,"[40,20,20,100,20,20,60,20,20,20,20,20]",8/14/2020,"Image pack, Reviews, Video, Featured snippet, Image, People also ask"
dunkin english muffin calories,3,3,30,83.5,0,https://www.dunkindonuts.com/en/food-drinks/ddsmart/egg-cheese-english-muffin,2,0,0,0.05,156000,"[40,20,20,100,20,20,60,20,20,20,20,20]",8/14/2020,"Image pack, Reviews, Video, Featured snippet, Image, People also ask"
restaurants in beckley wv that deliver,92,92,50,80.8,2.27,https://www.dunkindonuts.com/,0,0,0,0.27,439000,"[25,75,75,25,25,25,25,100,25,25,25,25]",8/22/2020,"Local pack, Image pack, Site links, Reviews"
mango black tea lemonade,94,94,320,74.73,2.4,https://www.dunkindonuts.com/en/food-drinks/iced-drinks/iced-tea,0,0,0,0.07,11800000,"[100,81,67,54,35,35,54,67,54,67,100,100]",8/14/2020,"Image pack, Site links, Reviews, Video, Featured snippet, Image, AdWords top, People also ask"
100 pelham rd greenville sc,95,95,50,84.46,0,https://www.dunkindonuts.com/,0,0,0,0.04,592000,"[29,14,29,14,100,14,14,29,14,14,71,43]",8/22/2020,"Image pack, Site links, Reviews"
frozen coke near me,22,22,170,77.05,0,https://www.dunkindonuts.com/en/menu/frozen-drinks,0,0,0,0.05,108000000,"[100,66,44,34,28,34,34,44,34,28,53,100]",8/17/2020,"Local pack, Reviews, Image, Video Carousel, People also ask"
how to make a mocha latte iced,66,66,30,74.96,0,https://www.dunkindonuts.com/en/food-drinks/iced-drinks/iced-latte,0,0,0,0.01,8690000,"[0,0,0,14,14,43,71,14,14,100,29,14]",8/14/2020,"Reviews, Image, Video Carousel, People also ask"
alan dunkin,87,87,20,83.19,0,https://news.dunkindonuts.com/news/dunkin-donuts-founder-passes-away,0,0,0,0,2830000,"[11,100,44,11,56,11,22,11,11,44,22,11]",8/18/2020,"Image pack, Reviews, Video"
loyalty sign,43,43,720,84.32,6.39,https://www.dunkindonuts.com/en/dd-perks,0,0,1,0.03,219000000,"[67,100,100,100,100,100,100,100,100,82,82,82]",8/16/2020,"Image pack, AdWords top"
foundation repair lawrence ks,77,77,90,57.52,9.71,https://www.dunkindonuts.com/,0,0,0,0.71,94,"[33,100,67,43,24,10,33,52,43,33,52,33]",8/25/2020,"Local pack, Image pack, Site links, Reviews, Video, AdWords top, FAQ"
green tea pie,71,71,70,73.96,0,https://news.dunkindonuts.com/blog/dunkin-matcha-latte-summer-pie,0,0,0,0.02,163000000,"[10,13,10,10,100,18,10,13,13,13,18,13]",8/25/2020,"Image pack, Reviews, Image, AdWords top, Video Carousel"
bismarck nd to los angeles ca,82,82,40,84.64,0,https://www.dunkindonuts.com/en/locations,0,0,0,0,3230000,"[60,40,20,100,40,20,60,20,20,60,20,20]",8/17/2020,"Instant answer, Image pack, Reviews, FAQ, Flights"
big 5 hours near me,60,60,30,87.63,0,https://www.dunkindonuts.com/en/locations,0,0,0,0.01,7030000000,"[3,3,5,44,100,3,3,18,28,3,18,28]",8/19/2020,"Image pack, Site links, Reviews"
denny's dollar menu,66,66,90,82.6,0,https://www.dunkindonuts.com/en/dd-perks,0,0,0,0.01,83,"[100,82,65,82,65,65,65,65,41,24,24,41]",8/18/2020,"Image pack, Site links, Reviews, Video Carousel, People also ask"
crumb cake coffee k cups,62,62,40,75.38,0,https://news.dunkindonuts.com/blog/dunkin-creamers-boston-kreme-coffee-cake,0,0,0,0.8,6540000,"[11,11,11,11,78,22,11,56,11,100,78,11]",8/23/2020,"Image pack, Reviews, Video, Image"
styrofoam cups recyclable,91,91,50,70.15,1.37,https://news.dunkindonuts.com/blog/double-walled-paper-cup-dunkin,0,0,0,0.65,172000,"[66,53,100,28,3,34,3,3,3,6,13,9]",8/16/2020,"Site links, Featured snippet, People also ask"
august holiday specials,45,45,30,78.32,0,https://news.dunkindonuts.com/news,0,0,0,0,61000000,"[0,20,0,20,100,40,0,0,0,80,20,20]",8/19/2020,"Image pack, Reviews, Featured snippet, People also ask, FAQ"
how many hours to new york,90,90,170,88.94,0,https://www.dunkindonuts.com/en/locations,0,0,0,0,3420000000,"[100,65,65,81,81,100,65,65,42,27,42,54]",8/18/2020,Instant answer
does starbucks accept discover,42,42,30,84.27,0,https://www.dunkindonuts.com/en/about/contact-us/faqs,0,0,0,0.02,4440000,"[11,33,33,56,11,11,11,100,44,11,11,11]",8/19/2020,"Reviews, Featured snippet, People also ask"
how to get free coins on peeks social,75,75,50,69.57,0,https://www.dunkindonuts.com/en/dd-perks,0,0,0,0.04,74,"[14,100,14,14,14,14,14,14,43,14,57,43]",8/17/2020,Reviews
calories and fat in an egg,74,74,70,81.62,0,https://www.dunkindonuts.com/en/food-drinks/sandwiches-wraps/wake-up-wrap,0,0,0,0,179000000,"[36,100,2,15,2,19,2,2,2,19,19,2]",7/30/2020,"Image pack, Site links, Reviews, Featured snippet, Image, AdWords top, People also ask"
party supplies yuma,82,82,30,81.57,0,https://www.dunkindonuts.com/,0,0,0,0.25,6760000,"[20,20,20,40,20,20,100,20,20,40,20,20]",8/16/2020,"Local pack, Image pack, Reviews, Video, Video Carousel"
where are they hiring 17 year olds,98,98,90,80.8,0.62,https://www.dunkindonuts.com/en/careers,0,0,0,0.36,9350000,"[33,33,33,33,67,100,67,67,33,67,33,33]",8/27/2020,"Image pack, Jobs search, People also ask"
dunkin donuts medium roast whole bean coffee,15,15,50,87.75,2.37,https://www.dunkindonuts.com/en/food-drinks/brew-at-home/packaged-coffee,0,0,0,0.72,219000,"[0,0,0,0,0,0,0,0,0,0,33,100]",8/17/2020,"Image pack, Reviews, Video, People also ask"
dunkin cookie dough,1,1,70,86.65,0,https://news.dunkindonuts.com/blog?t=Cookie+Dough,56,0,0,0.29,711000,"[14,57,14,14,14,100,57,14,14,14,14,14]",8/28/2020,"Image pack, Image, Video Carousel, People also ask"
dunkin donuts thermos cup,3,3,70,85.01,0,https://www.dunkindonuts.com/en/shop,6,0,0,1,78,"[3,13,3,3,22,3,3,6,100,3,9,3]",8/16/2020,"Image pack, Reviews, People also ask"
what does porter beer taste like,98,98,30,71.33,0,https://news.dunkindonuts.com/news/dunkin-and-harpoon-brewery-launch-a-new-taste-for-fall-harpoon-dunkin-coffee-porter,0,0,0,0,12700000,"[20,40,20,40,40,20,20,40,60,20,100,40]",8/18/2020,"Reviews, Featured snippet, Image, People also ask"
dunkin donuts managers special,1,1,90,83.52,0,https://www.dunkindonuts.com/en/menu/donuts/donuts,72,0,0,0,96,"[82,64,100,100,82,82,100,82,100,100,100,64]",8/24/2020,"Image pack, Reviews, Image, People also ask"
tarte login,71,71,30,75.13,2.71,https://www.dunkindonuts.com/en/dd-perks,0,0,0,0.02,82,"[3,3,3,6,3,6,3,100,53,6,3,3]",8/18/2020,"Image pack, Reviews, Image"
bagel and cream cheese near me,35,35,170,70.3,1.9,https://www.dunkindonuts.com/en/menu/bagels-and-muffins/bagels,0,0,0,0.27,92000000,"[65,65,65,81,81,100,81,81,54,42,42,65]",8/27/2020,"Local pack, Image, People also ask"
adp run log in,66,66,1900,76.99,0,https://www.dunkindonuts.com/en/sign-in,0,0,0,0,43200000,"[79,79,100,79,67,67,67,67,67,79,67,79]",8/15/2020,"Image pack, Site links, Reviews, Video, People also ask"
food runner near me,54,54,40,73.06,0,https://www.dunkindonuts.com/en/dd-cards/mobile-app,0,0,0,0.11,97,"[14,29,14,100,14,14,29,14,14,14,14,71]",8/17/2020,"Local pack, Image pack, Site links, Reviews, Video, AdWords top"
sausage egg and cheese croissant calories,2,2,210,83.96,0,https://www.dunkindonuts.com/en/food-drinks/sandwiches-wraps/sausage-egg-cheese,27,0,0,0.04,0,"[81,81,81,100,42,65,100,100,65,54,100,100]",8/15/2020,"Carousel, Image pack, Reviews, Video, Featured snippet, Image, People also ask"
apple store lax,94,94,260,82.51,0.88,https://www.dunkindonuts.com/en/menu,0,0,0,0.09,8290000,"[67,67,81,81,81,100,81,54,35,6,8,15]",8/16/2020,"Image pack, Site links, Reviews, Featured snippet, People also ask"
jalapeno tree menu nutrition information,29,29,90,80.32,0,https://www.dunkindonuts.com/en/menu/bagels-and-muffins/bagels,0,0,0,0.02,3080000,"[25,50,100,25,25,25,25,25,25,25,25,25]",8/24/2020,"Image pack, Reviews, Featured snippet, Image"
target farmers market crate,62,0,50,87.17,0,https://news.dunkindonuts.com/news/dunkin-donuts-announces-new-commitment-to-cage-free-eggs-and-gestation-crate-free-pork,0,0,0,0.5,6460000,"[40,0,0,0,100,0,0,0,0,0,0,80]",8/30/2020,"Image pack, Video"
k cup store locations,37,37,30,73.63,0,https://www.dunkindonuts.com/en/food-drinks/brew-at-home/k-cups,0,0,0,0,862000000,"[11,33,11,11,11,11,11,11,22,100,11,11]",8/18/2020,"Local pack, Image pack, Site links, Reviews, AdWords top, AdWords bottom, People also ask"
should uber eats deliver to door,37,37,30,85.45,0,https://news.dunkindonuts.com/news/dunkin-expands-delivery-options-through-new-partnership-with-uber-eats,0,0,0,0.05,56400000,"[14,29,100,14,14,29,14,29,100,14,14,14]",8/15/2020,"Site links, Reviews, Video, Featured snippet, Video Carousel, People also ask, FAQ"
breakfast places in bradford,93,93,70,80.2,0,https://www.dunkindonuts.com/en/menu,0,0,0,0,81,"[25,25,25,100,25,25,25,25,25,25,25,25]",8/27/2020,"Local pack, Image pack, Video, AdWords top"
kop thanksgiving hours,77,77,30,86.52,0,https://www.dunkindonuts.com/,0,0,0,0,2680000,"[6,0,0,0,0,0,6,100,6,6,0,0]",8/21/2020,"Knowledge panel, Reviews, People also ask"
