,Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Timestamp
2920,dunkin donuts university city blvd,23,23,90,84.46,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.01,390000,8/24/2020
2921,dunkin donuts vanilla swirl,1,1,90,85.66,0.0,https://www.dunkindonuts.com/en/food-drinks/iced-drinks/iced-coffee,72,0.0,0,0.55,172000,8/15/2020
2922,best buy oswego il hours,74,74,30,83.46,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,84,8/21/2020
2923,rochester to portland maine,94,94,20,87.08,0.58,https://www.dunkindonuts.com/,0,0.0,0,0.04,15300000,8/17/2020
2924,value city hours today,79,79,90,79.21,11.24,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.23,2030000000,8/17/2020
2925,dunkin donuts marco island florida,86,86,50,88.59,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.04,383000,8/18/2020
2926,dunkin donuts marco island florida,87,87,50,88.59,0.0,https://news.dunkindonuts.com/blog/dunkin-donuts-bringing-joy:-naples-dunkin-donuts-spreading-cheer-year-round,0,0.0,0,0.04,383000,8/18/2020
2927,menú,88,88,880,85.47,0.99,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.07,1400000000,8/15/2020
2928,order breakfast online delivery,98,98,260,87.35,2.54,https://www.dunkindonuts.com/en/dunkin-delivers,0,0.0,0,1.0,100,8/25/2020
2929,ucf fall 2020 registration,96,96,50,80.72,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.0,1780000,8/18/2020
2930,sugar free flavor ice,87,87,260,87.46,0.0,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/iced-coffee,0,0.0,0,1.0,105000000,8/18/2020
2931,what's the difference between coffee beans and espresso beans,79,79,50,70.45,0.0,https://news.dunkindonuts.com/blog/espresso-vs-brewed-coffee-whats-the-difference,0,0.0,0,0.42,40900000,8/18/2020
2932,ok google close,25,39,170,89.65,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,5320000000,8/30/2020
2933,what is near me to do today,37,37,90,85.7,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.11,7700000000,8/26/2020
2934,munchkin pops,15,15,30,74.32,0.0,https://news.dunkindonuts.com/blog/culinary-corner:-3-ingredient-chocolate-covered-munchkinsR-pops,0,0.0,0,1.0,2050000,8/18/2020
2935,delete a starbucks account,71,71,30,67.52,0.0,https://www.dunkindonuts.com/en/about/contact-us/faqs,0,0.0,0,0.0,4470000,8/23/2020
2936,where can i buy a guava tree near me,94,94,50,77.99,0.0,https://www.dunkindonuts.com/en/menu/donuts/donuts,0,0.0,0,1.0,46800000,8/15/2020
2937,dunkin new cups,2,2,90,82.9,0.0,https://news.dunkindonuts.com/blog/double-walled-paper-cup-dunkin,11,0.0,0,0.14,1970000,8/31/2020
2938,dunkin new cups,3,3,90,82.9,0.0,https://news.dunkindonuts.com/news/farewell-to-foam-dunkin-completes-global-transition-to-paper-cups,8,0.0,0,0.14,1970000,8/31/2020
2939,good fruity drinks,77,77,720,89.39,3.4,https://www.dunkindonuts.com/en/menu/frozen-drinks,0,0.0,0,0.22,0,8/19/2020
2940,valentine shake,42,42,70,71.68,0.0,https://news.dunkindonuts.com/blog/you-need-to-try-our-heart-donut-freak-shakes-this-valentines-day,0,0.0,0,0.0,26100000,7/27/2020
2941,how do i cancel my postmates order,90,0,30,88.29,0.0,https://www.dunkindonuts.com/en/dunkin-delivers,0,0.0,0,0.04,10900000,8/30/2020
2942,smoothie drive thru,6,6,1600,84.47,1.85,https://www.dunkindonuts.com/en/food-drinks/frozen-drinks/smoothies,80,0.0,148,0.02,4880000,8/16/2020
2943,blue drink starbucks ingredients,77,77,20,86.52,0.0,https://www.dunkindonuts.com/en/food-drinks/frozen-drinks,0,0.0,0,0.0,4850000,8/15/2020
2944,clothes press near me,70,70,170,65.62,56.31,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.56,3530000000,8/17/2020
2945,who has free birthday breakfast,84,84,90,82.75,0.0,https://www.dunkindonuts.com/en/dd-perks/registration,0,0.0,0,0.08,436000000,8/17/2020
2946,burger places in las cruces,89,89,30,76.85,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.0,12,8/19/2020
2947,perks at work coupon code,96,96,50,76.18,0.0,https://www.dunkindonuts.com/en/dd-perks/dd-perks-terms-and-conditions,0,0.0,0,0.05,15100000,8/17/2020
2948,belmont restaurant newark nj,62,62,50,87.31,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,77,8/27/2020
2949,big apple bagels bagel flavors,97,97,20,78.42,0.0,https://www.dunkindonuts.com/en/food-drinks/sandwiches-wraps,0,0.0,0,0.06,467000,8/13/2020
2950,dd donuts,1,1,720,87.55,1.67,https://www.dunkindonuts.com/,576,0.0,961,0.02,65800000,8/14/2020
2951,website and logo design near me,93,93,20,79.07,8.46,https://www.dunkindonuts.com/,0,0.0,0,0.63,8110000000,8/16/2020
2952,egg and milk menu,73,73,90,65.78,0.0,https://news.dunkindonuts.com/blog/vegan-menu-dunkin,0,0.0,0,0.0,198000000,8/19/2020
2953,drive time locations in alabama,83,83,70,82.75,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,275000000,8/17/2020
2954,longs donuts near me,38,38,40,84.47,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.0,827000000,8/17/2020
2955,world donut day,94,94,40,89.32,0.0,https://news.dunkindonuts.com/news/a-delicious-deal:-celebrate-national-donut-day-today-with-dunkin-donuts-free-donut-offer,0,0.0,0,0.0,52100000,8/23/2020
2956,how to sign how are you today,60,60,30,77.42,0.0,https://www.dunkindonuts.com/en/dd-perks,0,0.0,0,0.0,12570000000,8/24/2020
2957,brave gowns,27,27,1600,77.68,0.67,https://news.dunkindonuts.com/blog?t=Starlight+Brave+Gowns,0,0.0,0,0.14,3980000,8/24/2020
2958,dunkin donuts mundelein,72,72,140,84.27,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,81,8/14/2020
2959,habit doughnut dispensary,90,90,320,85.5,0.0,https://news.dunkindonuts.com/blog/spring-dunkin-donut-coffee-holder,0,0.0,0,0.0,92,8/14/2020
2960,amazon administrative assistant gifts,92,92,20,88.69,0.0,https://www.dunkindonuts.com/en/dd-cards/gift-cards,0,0.0,0,1.0,88,8/20/2020
2961,closest value village,86,86,40,72.84,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.01,86,8/17/2020
2962,dunkin donuts getting rid of donuts,18,18,50,92.55,0.0,https://www.dunkindonuts.com/en/menu/donuts/donuts,0,0.0,0,0.0,30100000,8/18/2020
2963,dunkin donuts getting rid of donuts,16,16,50,92.55,0.0,https://news.dunkindonuts.com/internal_redirect/cms.ipressroom.com.s3.amazonaws.com/285/files/201610/Dunkin%27%20Donuts%20History_11%203%2016.pdf,0,0.0,0,0.0,30100000,8/18/2020
2964,dunkin donuts getting rid of donuts,17,17,50,92.55,0.0,https://news.dunkindonuts.com/blog/blog_custom-20180718,0,0.0,0,0.0,30100000,8/18/2020
2965,dunkin donuts getting rid of donuts,19,19,50,92.55,0.0,https://www.dunkindonuts.com/en/food-drinks/donuts/munchkins,0,0.0,0,0.0,30100000,8/18/2020
2966,best coffee in tucson,99,99,320,69.95,5.32,https://www.dunkindonuts.com/,0,0.0,0,0.07,21000000,8/28/2020
2967,how is matcha made,60,60,320,67.62,0.0,https://news.dunkindonuts.com/blog/dunkin-the-story-behind-matcha,0,0.0,0,0.02,44900000,8/30/2020
2968,coral springs mall job openings,56,56,30,84.18,0.0,https://www.dunkindonuts.com/en/careers/career-opportunities,0,0.0,0,0.19,931000,8/15/2020
2969,peros coffee,70,70,30,80.97,0.0,https://news.dunkindonuts.com/blog/dunkin-customers-pay-it-forward-by-paying-for-strangers-orders,0,0.0,0,0.0,10,8/19/2020
2970,baskin robbins santa fe hours,65,65,30,87.69,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,68,8/29/2020
2971,duggans coffee,47,47,70,81.28,0.0,https://news.dunkindonuts.com/blog/u-s-womens-hockey-captain-meghan-duggan-on-that-historic-win,0,0.0,0,0.0,18,8/13/2020
2972,windsor restaurant chicago,60,60,90,83.48,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.09,8730000,8/15/2020
2973,sausage and egg breakfast bowl,33,33,50,75.15,0.0,https://news.dunkindonuts.com/news/dunkin-further-powers-up-its-menu-with-two-new-dunkin-bowls-sausage-scramble-bowl-and-egg-white-bowl,0,0.0,0,0.05,67400000,8/17/2020
2974,starbucks iced espresso,78,78,1000,86.32,3.99,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/cold-brew,0,0.0,0,1.0,4070000,8/18/2020
2975,dunkin donuts north olmsted,67,67,140,86.22,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.05,77,8/18/2020
2976,dunkin donuts north olmsted,68,68,140,86.22,0.0,https://www.dunkindonuts.com/en/careers,0,0.0,0,0.05,77,8/18/2020
2977,dunkin donuts north olmsted,69,69,140,86.22,0.0,https://news.dunkindonuts.com/news/thank-you-healthcare-heroes,0,0.0,0,0.05,77,8/18/2020
2978,vanilla bean madison wi store hours,52,52,40,74.47,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.0,74,8/16/2020
2979,best donuts in nh,48,48,110,70.4,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,93,8/28/2020
2980,denny's rewards app,42,42,140,79.25,0.41,https://www.dunkindonuts.com/en/dd-perks,0,0.0,0,0.21,89,8/16/2020
2981,how many carbs in shredded hash browns,29,29,50,80.34,0.0,https://www.dunkindonuts.com/en/food-drinks/bakery-snacks/hashbrowns,0,0.0,0,0.08,356000,8/16/2020
2982,blue coffee cafe durham,89,89,20,78.79,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,52,8/20/2020
2983,ma and pa restaurants near me,66,66,260,88.08,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.02,2650000000,8/10/2020
2984,restaurants near me university blvd,92,92,50,85.29,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,128000000,7/22/2020
2985,big joy marietta,92,92,70,90.11,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.02,4040000,8/22/2020
2986,calories in small reese's peanut butter cup,71,71,70,81.05,0.0,https://www.dunkindonuts.com/en/menu/donuts/donuts,0,0.0,0,0.15,537000,8/14/2020
2987,great wraps harrisonburg va,89,89,90,81.56,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.0,67100,8/16/2020
2988,off white careers,15,15,210,69.29,0.0,https://www.dunkindonuts.com/en/careers,1,0.0,0,0.0,1580000000,8/24/2020
2989,debit card information finder,54,54,50,73.29,2.3,https://www.dunkindonuts.com/en/dd-cards/check-balance,0,0.0,0,0.52,17700000,8/14/2020
2990,dunkin donuts joggers,7,7,210,86.13,1.59,https://news.dunkindonuts.com/blog/snoop-dogg-merch-store,8,0.0,13,1.0,552000,8/15/2020
2991,dunkin donuts joggers,6,6,210,86.13,1.59,https://news.dunkindonuts.com/news/dunkin-drops-exclusive-holiday-merch-on-first-ever-online-pop-up-shop,10,0.0,16,1.0,552000,8/15/2020
2992,how much does an rn make in el paso tx,93,93,30,79.01,0.0,https://www.dunkindonuts.com/en/food-drinks,0,0.0,0,0.02,1670000,8/5/2020
2993,galaxy mobile apps download,85,85,30,85.63,0.0,https://www.dunkindonuts.com/en/dd-cards/mobile-app,0,0.0,0,0.0,747000000,8/27/2020
2994,hashbrowns calories,17,17,110,84.44,0.0,https://www.dunkindonuts.com/en/food-drinks/bakery-snacks/hashbrowns,0,0.0,0,0.03,1220000,7/22/2020
2995,houston to reno drive,94,94,90,84.17,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,15200000,8/25/2020
2996,peach brandy and vodka drinks,87,87,30,78.6,0.0,https://news.dunkindonuts.com/blog/five-hot-tea-toddy-cocktail-recipes-youll-love,0,0.0,0,0.01,3880000,8/19/2020
2997,morgantown delivery,92,92,140,87.18,3.15,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.23,3020000,8/23/2020
2998,what is open now near me,33,33,480,84.99,2.95,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.03,9240000000,8/19/2020
2999,columbia store locations ontario,86,86,30,72.21,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,109000000,8/23/2020
3000,donuts valdosta ga,84,84,30,85.05,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.12,5,8/26/2020
3001,how many calories in a frosted cake donut,21,21,70,85.48,0.0,https://www.dunkindonuts.com/en/menu/nutrition,0,0.0,0,0.0,499000,8/27/2020
3002,baseball donuts,90,90,720,83.19,0.0,https://news.dunkindonuts.com/news/dunkin-donuts-swings-for-the-fences-with-new-bases-loaded-summer-iced-beverage-promotion,0,0.0,0,1.0,10400000,8/17/2020
3003,all pink dunks,67,67,30,87.44,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.5,45200000,8/16/2020
3004,keto iced caramel macchiato,93,93,110,72.12,0.0,https://www.dunkindonuts.com/en/food-drinks/iced-drinks/iced-macchiato,0,0.0,0,0.03,81,8/23/2020
3005,haven edgewater restaurant week,72,72,40,80.19,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,86,8/16/2020
3006,can i use uber gift card for uber eats,84,84,110,83.24,4.82,https://news.dunkindonuts.com/news/dunkin-expands-delivery-options-through-new-partnership-with-uber-eats,0,0.0,0,0.16,71600000,8/20/2020
3007,sprinkles cupcakes san diego,87,87,170,85.13,0.66,https://www.dunkindonuts.com/en/food-drinks,0,0.0,0,0.03,421000,8/15/2020
3008,dunkin caramel swirl hot latte with milk,5,5,90,84.29,0.0,https://www.dunkindonuts.com/en/food-drinks/hot-drinks/latte,4,0.0,0,0.0,78,8/17/2020
3009,dunkin caramel swirl hot latte with milk,6,6,90,84.29,0.0,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf,4,0.0,0,0.0,78,8/17/2020
3010,acton mobile baltimore md,50,50,50,79.62,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,69,8/27/2020
3011,country grocer cafe,74,74,40,74.58,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,81,8/17/2020
3012,google device locator,62,62,1900,92.62,0.69,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.24,183000000,8/24/2020
3013,donuts prescott az,47,47,30,83.86,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.15,8,8/15/2020
3014,bemidji restaurants,89,89,2400,73.65,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,642000,8/17/2020
3015,best restaurants in searcy,90,90,90,76.28,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.02,2290000,8/16/2020
3016,dunkin donuts mission,2,2,40,77.54,0.0,https://www.dunkindonuts.com/en/about/about-us,5,0.0,0,0.0,2320000,8/28/2020
3017,cash store rockford il,80,80,210,74.88,1.05,https://www.dunkindonuts.com/,0,0.0,0,0.06,1800000,8/18/2020
3018,norfolk ma hardware store,84,84,30,84.97,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,98,8/20/2020
3019,metro coffee company casper wy,78,78,40,82.95,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,88,8/16/2020
3020,labor ready knoxville tn,98,98,90,71.18,0.45,https://www.dunkindonuts.com/,0,0.0,0,0.12,1170000,8/18/2020
3021,distance from roanoke va to knoxville tn,93,93,30,74.78,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,283000,8/14/2020
3022,bacon on everything,59,59,40,80.19,0.0,https://www.dunkindonuts.com/en/food-drinks/sandwiches-wraps/bacon-egg-cheese,0,0.0,0,0.0,343000000,8/8/2020
3023,e gift cards uk paypal,98,98,50,76.58,0.0,https://www.dunkindonuts.com/en/dd-cards/gift-cards,0,0.0,0,0.0,76100000,8/20/2020
3024,dunkin donuts bristol ri hours,20,20,40,87.23,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,58,8/22/2020
3025,places open till 4am,43,43,30,81.48,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,18700000,8/17/2020
3026,ice cream places in charleston wv,98,98,50,83.84,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,36,8/19/2020
3027,warren east wichita ks,83,83,480,86.21,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,99,8/15/2020
3028,newsroom cafe menu,51,51,70,77.22,0.0,https://news.dunkindonuts.com/,0,0.0,0,0.0,15200000,8/17/2020
3029,register starbucks card and get a free drink,91,91,70,80.88,0.0,https://www.dunkindonuts.com/en/dd-perks/registration,0,0.0,0,0.0,57,8/19/2020
3030,what allergens are high today near me,53,53,30,80.42,1.52,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/iced-signature-latte,0,0.0,0,0.02,69,8/18/2020
3031,walmart middletown ohio phone,79,79,70,89.39,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,85,8/16/2020
3032,coffee syrup cinnamon,94,94,30,75.83,0.0,https://www.dunkindonuts.com/content/dam/dd/pdf/allergy_ingredient_guide.pdf,0,0.0,0,0.14,33400000,8/15/2020
3033,dunkin donuts prospect park west,36,36,40,74.29,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,472000,8/22/2020
3034,bacon egg and cheese bagel mcdonalds sauce,51,51,20,87.51,0.0,https://www.dunkindonuts.com/en/menu/sandwiches-and-more/bacon-egg-cheese,0,0.0,0,0.04,301000,8/27/2020
3035,breakfast oak creek wi,87,87,30,83.6,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,34,8/28/2020
3036,best donuts in buffalo ny,73,73,30,86.59,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.02,96,8/16/2020
3037,calories per raspberry,85,85,90,80.96,0.0,https://www.dunkindonuts.com/en/menu/donuts/donuts,0,0.0,0,0.0,11800000,8/26/2020
3038,nearby location app,48,48,70,90.05,0.0,https://www.dunkindonuts.com/en/dd-cards/mobile-app,0,0.0,0,0.0,1050000000,8/17/2020
3039,cary st cafe richmond,91,91,50,84.21,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.14,924000,8/14/2020
3040,broadway careers,97,97,110,60.75,0.67,https://www.dunkindonuts.com/en/careers,0,0.0,0,0.06,204000000,8/17/2020
3041,almond milk mocha latte,33,33,90,71.52,0.0,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/iced-latte,0,0.0,0,0.5,3000000,8/15/2020
3042,hot drunk,91,91,140,85.42,0.0,https://www.dunkindonuts.com/en/food-drinks,0,0.0,0,0.01,283000000,8/13/2020
3043,perk chocolate box quantity,67,67,50,65.68,0.0,https://www.dunkindonuts.com/en/food-drinks/hot-drinks/box-o-joe,0,0.0,0,0.0,2330000,8/13/2020
3044,good good near me,88,88,140,74.2,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.03,25270000000,8/18/2020
3045,evansville otters home schedule,78,78,70,76.86,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,87,7/31/2020
3046,portland maine to salem massachusetts,66,66,50,75.63,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.02,41100000,8/23/2020
3047,halloween express in knoxville tn,81,81,30,76.78,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,97,8/17/2020
3048,mobile homes for sale hugo mn,57,57,50,74.5,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.2,64,8/23/2020
3049,dunkin donuts cookies and cream,1,1,390,78.24,0.0,https://news.dunkindonuts.com/news/new-cookies-cream-sweetens-dunkin-donuts-lineup-of-bottled-iced-coffees,312,0.0,0,0.35,1890000,8/17/2020
3050,dunkin donuts cookies and cream,2,2,390,78.24,0.0,https://news.dunkindonuts.com/news/enjoy-a-sweet-escape-at-dunkin-with-new-hershey-candy-flavors,10,0.0,0,0.35,1890000,8/17/2020
3051,register page android,42,42,70,75.84,0.0,https://www.dunkindonuts.com/en/dd-cards/mobile-app,0,0.0,0,0.05,1030000000,8/18/2020
3052,do you make a lot of money with postmates,96,96,30,78.98,0.0,https://www.dunkindonuts.com/en/dunkin-delivers,0,0.0,0,0.13,3640000,8/26/2020
3053,good day coffee freeze,53,53,50,68.67,0.0,https://news.dunkindonuts.com/blog/FrozenDunkinCoffee,0,0.0,0,0.19,129000000,8/17/2020
3054,delivery cash at door,45,45,20,90.02,1.32,https://www.dunkindonuts.com/en/dunkin-delivers,0,0.0,0,0.61,298000000,8/8/2020
3055,jobs hiring in tucson az for 16 year olds,61,61,90,84.62,0.0,https://www.dunkindonuts.com/en/careers,0,0.0,0,0.43,626000,8/14/2020
3056,how much are dozen donuts,11,11,40,83.13,0.0,https://www.dunkindonuts.com/en/menu,1,0.0,0,0.14,0,8/16/2020
3057,blue drink flavors,38,38,20,84.77,0.0,https://www.dunkindonuts.com/en/food-drinks/frozen-drinks/coolatta,0,0.0,0,0.73,192000000,8/23/2020
3058,st charles okc,81,81,140,62.65,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.02,99,8/14/2020
3059,via app download,33,33,170,73.58,2.29,https://www.dunkindonuts.com/en/dd-cards/mobile-app,0,0.0,0,0.12,6140000000,8/17/2020
3060,dunkin donuts in youngstown ohio,22,22,50,87.19,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,73,8/29/2020
3061,cabelas jobs near me,83,83,320,80.97,2.08,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.15,89,8/17/2020
3062,david robbins ice cream social,98,98,30,70.94,0.0,https://news.dunkindonuts.com/news/america-votes-for-favorite-dunkin-donuts-iced-coffee-flavors-inspired-by-baskin-robbins-ice-cream,0,0.0,0,0.14,25,8/17/2020
3063,jobs for 14 year olds in rockford il,43,43,30,79.95,0.0,https://www.dunkindonuts.com/en/careers,0,0.0,0,0.54,850000,8/14/2020
3064,34 restaurant,90,90,170,65.62,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.01,3580000000,8/18/2020
3065,national coffee day specials,36,36,170,86.1,0.0,https://news.dunkindonuts.com/news/double-the-dunkin-on-national-coffee-day-dunkin-brings-hot-coffee-drinkers-a-free-second-cup,0,0.0,0,0.0,99,8/24/2020
3066,instant oatmeal packets nutrition facts,89,89,30,84.49,0.0,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/cold-brew,0,0.0,0,0.67,1020000,8/21/2020
3067,dunkin donuts scan coupons,2,2,30,87.39,0.0,https://www.dunkindonuts.com/en/dd-perks/dd-perks-terms-and-conditions,0,0.0,0,0.1,155000,8/21/2020
3068,dunkin donuts scan coupons,1,1,30,87.39,0.0,https://www.dunkindonuts.com/en/menu/offers-promotions,24,0.0,0,0.1,155000,8/21/2020
3069,breakfast republic irvine menu,42,42,50,78.56,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.0,59,7/21/2020
3070,dunkin donuts roseland nj,61,61,50,85.59,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.02,68,8/17/2020
